vgs,id,gm,gds,cgg,vth,gm_id,id_w,gain,ft
0.62,2.99977638e-10,8.52577458e-09,1.2848715e-11,2.04652451e-14,1.0304178,28.421367128705775,2.9997763799999995e-11,663.5507581886593,66303.58744612483
0.63,3.98093739e-10,1.12136851e-08,1.70519158e-11,2.05913253e-14,1.0304178,28.168453812331872,3.98093739e-11,657.6202481600337,86673.07169106472
0.64,5.2687083e-10,1.46886627e-08,2.25625676e-11,2.07347013e-14,1.0304178,27.879058516107257,5.2687083000000004e-11,651.0191109632399,112746.89913736764
0.65,6.95163805e-10,1.91540703e-08,2.97554016e-11,2.0896212e-14,1.0304178,27.553319321623775,6.95163805e-11,643.7174183527069,145886.00884096426
0.66,9.14064928e-10,2.48548295e-08,3.9098559e-11,2.10767102e-14,1.0304178,27.191536113723423,9.14064928e-11,635.6968168571123,187684.36521138207
0.67,1.1973432e-09,3.20821148e-08,5.11714066e-11,2.12770568e-14,1.0304178,26.79441850924614,1.1973432e-10,626.953936419641,239978.07606838056
0.68,1.5619285e-09,4.11775906e-08,6.66839609e-11,2.1498113e-14,1.0304178,26.36330062483654,1.5619284999999998e-10,617.5036702116474,304846.15503715904
0.69,2.02843546e-09,5.25371195e-08,8.64976472e-11,2.17407324e-14,1.0304178,25.900316049493632,2.02843546e-10,607.3820641447459,384602.6026351626
0.7,2.62172225e-09,6.66140829e-08,1.11647126e-10,2.20057513e-14,1.0304178,25.40852025800979,2.6217222499999997e-10,596.648434102997,481781.3501813183
0.71,3.3714823e-09,8.39227626e-08,1.43363041e-10,2.22939778e-14,1.0304178,24.891948149928,3.3714823e-10,585.3863172447632,599117.960264482
0.72,4.31287346e-09,1.05042598e-07,1.83095783e-10,2.26061803e-14,1.0304178,24.355594703675816,4.31287346e-10,573.702989107073,739534.4319586285
0.73,5.48719883e-09,1.30624497e-07,2.3254077e-10,2.29430738e-14,1.0304178,23.805315070020892,5.48719883e-10,561.7272919497084,906135.5321291976
0.74,6.94266706e-09,1.61400678e-07,2.93666234e-10,2.33053069e-14,1.0304178,23.247647713067778,6.94266706e-10,549.6058426655889,1102226.0222663416
0.75,8.73527535e-09,1.98199648e-07,3.68745066e-10,2.36934459e-14,1.0304178,22.68957074146495,8.73527535e-10,537.4977627497259,1331357.7869343897
0.76,1.09298748e-08,2.41967928e-07,4.60392833e-10,2.410796e-14,1.0304178,22.138215892463833,1.0929874800000001e-09,525.5684073605029,1597413.9583317637
0.77,1.36014923e-08,2.93799923e-07,5.71614523e-10,2.45492049e-14,1.0304178,21.600565329144064,1.36014923e-09,513.982607471294,1904734.1946894673
0.78,1.68369978e-08,3.5497714e-07,7.05862894e-10,2.50174071e-14,1.0304178,21.08316127474935,1.68369978e-09,502.8981449760129,2258282.2548234332
0.79,2.07372134e-08,4.27017694e-07,8.67111506e-10,2.55126481e-14,1.0304178,20.59185512360113,2.07372134e-09,492.4599558940693,2663854.278137532
0.8,2.54195735e-08,5.11737073e-07,1.05994556e-09,2.6034849e-14,1.0304178,20.131615229500213,2.54195735e-09,482.79561923916174,3128325.604320889
0.81,3.10214534e-08,6.11321226e-07,1.28967374e-09,2.65837574e-14,1.0304178,19.70640182835534,3.10214534e-09,474.01230795007115,3659933.9014016762
0.82,3.77042963e-08,7.28413478e-07,1.56246442e-09,2.71589349e-14,1.0304178,19.31911080382635,3.77042963e-09,466.19524174508877,4268599.1208903985
0.83,4.5658686e-08,8.66217237e-07,1.88550959e-09,2.7759747e-14,1.0304178,18.971576120258916,4.5658686e-09,459.4074947134053,4966282.836077498
0.84,5.51105365e-08,1.02861698e-06,2.26722062e-09,2.83853565e-14,1.0304178,18.66461561302347,5.51105365e-09,453.69073081207245,5767391.961952538
0.85,6.63285947e-08,1.22032033e-06,2.71745993e-09,2.9034719e-14,1.0304178,18.398103193945705,6.63285947e-09,449.0665406058076,6689233.419997382
0.86,7.96334796e-08,1.44702388e-06,3.24781352e-09,2.97065826e-14,1.0304178,18.171049253007904,7.963347959999999e-09,445.53785834354187,7752524.293185229
0.87,9.54085088e-08,1.71560492e-06,3.87190938e-09,3.03994916e-14,1.0304178,17.9816762842016,9.54085088e-09,443.0901531068374,8981959.534177726
0.88,1.14112574e-07,2.03433933e-06,4.60578698e-09,3.11117938e-14,1.0304178,17.82747736458911,1.14112574e-08,441.6920145968192,10406830.360766742
0.89,1.36295317e-07,2.41314345e-06,5.4683223e-09,3.18416522e-14,1.0304178,17.705255786594634,1.36295317e-08,441.2950293730858,12061676.512418222
